user,item,weekday,isweekend,cost,weather,country,city,timeofday
183,13,3,0,0,2,1,369,1
193,13,4,0,0,0,9,661,6
137,13,0,0,0,5,24,321,6
272,13,0,0,0,3,6,0,1
94,13,5,1,0,5,0,1007,1
309,13,2,0,0,1,0,1000,0
62,13,0,0,0,1,0,0,5
221,13,4,1,0,0,16,712,4
88,13,3,0,0,3,4,135,5
88,13,3,0,0,3,4,135,5
339,13,5,1,0,5,0,1022,2
300,13,1,0,0,5,0,0,4
272,13,5,1,0,2,6,0,4
256,13,5,1,0,1,6,392,6
186,13,1,0,0,5,0,1012,3
359,13,3,0,0,1,71,0,1
29,13,3,0,0,0,4,132,3
454,13,5,1,0,0,27,570,3
256,13,4,0,0,1,6,392,1
265,13,2,0,0,2,5,0,6
233,13,5,1,0,1,23,0,6
225,13,6,1,0,0,18,30,1
137,13,1,0,0,1,24,321,3
309,13,3,0,0,5,0,1000,4
9,13,4,0,0,2,6,401,1
9,13,4,0,0,2,6,401,1
262,13,5,1,0,0,30,964,2
430,13,1,0,0,1,4,0,4
174,13,2,0,0,3,8,799,6
71,13,0,0,0,1,20,23,3
248,13,3,0,0,1,6,0,4
372,13,6,1,0,0,6,0,1
372,13,6,1,0,0,6,0,1
233,13,3,0,0,1,23,0,1
230,13,0,0,0,1,1,0,4
137,13,3,0,0,0,24,321,2
219,13,6,1,0,1,1,369,4
219,13,6,1,0,1,1,369,4
105,13,4,0,0,1,16,713,3
458,13,1,0,0,5,1,0,4
403,13,4,0,0,0,0,0,2
27,13,4,0,0,3,0,1005,1
195,13,0,0,0,0,8,0,2
83,13,4,0,0,5,4,128,2
83,13,4,0,0,5,4,128,2
175,13,0,0,0,5,16,0,0
146,13,6,1,0,1,39,452,4
105,13,6,1,0,0,16,724,5
386,13,4,0,0,0,0,0,6
459,13,3,0,0,1,6,401,4
426,13,0,0,0,0,6,393,4
255,13,6,1,0,1,1,0,2
348,13,0,0,0,2,30,972,4
31,13,3,0,0,3,8,799,1
443,13,0,0,0,1,6,0,1
56,13,6,1,0,3,8,799,5
176,13,6,1,0,1,1,373,3
231,13,4,0,0,1,1,0,3
190,13,4,1,0,4,5,0,4
135,13,6,1,0,1,6,0,2
135,13,6,1,0,1,6,0,2
47,13,6,1,0,0,52,385,6
88,13,1,0,0,3,4,135,4
88,13,1,0,0,3,4,135,4
214,13,5,1,0,1,0,1003,4
270,13,6,1,0,0,31,151,4
234,13,5,1,0,0,25,672,1
88,13,0,0,0,0,4,135,4
324,13,6,1,0,1,37,789,4
270,13,2,0,0,0,31,151,4
39,13,3,0,0,1,8,799,6
57,13,5,1,0,0,28,879,6
43,13,5,1,0,2,6,401,4
147,13,6,1,0,1,0,0,2
167,13,2,0,0,1,1,369,6
224,13,3,0,0,0,1,369,1
204,13,3,0,0,1,49,0,4
90,13,4,1,0,1,1,369,4
183,13,0,0,0,0,1,369,4
36,13,3,0,0,3,0,999,6
111,13,1,0,0,1,8,802,4
122,13,6,1,0,5,4,136,6
428,13,2,0,0,1,39,452,1
109,13,0,0,0,3,15,356,4
163,13,2,0,0,1,16,690,4
272,13,3,0,0,5,6,0,5
123,13,5,1,0,1,63,0,4
83,13,4,1,0,1,4,128,4
12,13,0,0,0,4,9,0,0
56,13,6,1,0,1,8,799,3
318,13,4,0,0,1,18,30,3
335,13,2,0,0,4,12,38,4
335,13,2,0,0,4,12,38,4
113,13,1,0,0,5,53,115,2
270,13,2,0,0,0,31,151,3
227,13,3,0,0,2,5,0,3
105,13,3,0,0,0,16,724,6
369,13,4,0,0,0,44,0,1
339,13,6,1,0,0,0,1022,2
176,13,2,0,0,0,1,373,4
214,13,2,0,0,1,0,1000,3
256,13,0,0,0,5,6,392,2
71,13,0,0,0,1,20,23,6
219,13,6,1,0,0,1,0,6
75,13,5,1,0,2,5,0,3
430,13,1,0,0,3,4,0,3
260,13,4,0,0,2,5,0,1
339,13,6,1,0,5,0,1022,3
214,13,5,1,0,0,0,1004,3
435,13,6,1,0,1,1,0,5
348,13,2,0,0,2,30,973,3
386,13,6,1,0,0,0,0,2
433,13,3,0,0,0,0,0,3
102,13,5,1,0,0,16,694,2
75,13,4,0,0,2,5,0,3
339,13,5,1,0,2,0,1022,1
339,13,5,1,0,2,0,1022,1
97,13,5,1,0,3,0,1044,6
333,13,2,0,0,0,0,0,5
344,13,2,0,0,0,0,0,4
227,13,5,1,0,2,5,0,3
167,13,0,0,0,1,1,369,3
39,13,6,1,0,3,8,799,1
248,13,4,0,0,1,6,0,2
318,13,0,0,0,0,18,30,4
27,13,2,0,0,0,0,1005,3
88,13,5,1,0,5,4,135,6
105,13,5,1,0,1,16,724,6
135,13,5,1,0,1,6,0,4
88,13,5,1,0,3,4,135,3
224,13,3,0,0,0,1,369,0
326,13,0,0,0,3,4,134,1
36,13,3,0,0,1,0,999,6
366,13,3,0,0,3,0,0,4
168,13,4,0,0,1,8,799,1
291,13,3,0,0,1,21,0,5
109,13,1,0,0,2,15,356,1
291,13,1,0,0,1,21,0,1
193,13,6,1,0,0,9,661,6
112,13,3,0,0,2,5,0,5
309,13,2,0,0,0,0,1028,5
3,13,0,0,0,3,8,799,2
439,13,6,1,0,0,0,1003,6
309,13,3,0,0,5,0,1003,3
339,13,4,0,0,2,0,1022,1
309,13,5,1,0,0,0,1000,1
309,13,5,1,0,5,0,1000,4
238,13,1,0,0,0,17,786,4
219,13,4,1,0,1,1,369,4
169,13,5,1,0,1,19,333,1
72,13,2,0,0,1,26,0,4
72,13,2,0,0,1,26,0,4
105,13,0,0,0,1,16,713,1
163,13,0,0,0,3,16,690,5
326,13,5,1,0,4,4,134,2
49,13,2,0,0,1,31,151,2
309,13,2,0,0,3,0,1003,2
326,13,1,0,0,1,4,134,5
326,13,1,0,0,1,4,134,5
333,13,1,0,0,0,0,0,3
82,13,4,0,0,2,0,1028,2
73,13,5,1,0,2,0,1004,1
263,13,6,1,0,1,56,0,4
280,13,4,1,0,1,6,401,4
398,13,3,0,0,7,4,133,3
398,13,3,0,0,7,4,133,3
332,13,1,0,0,1,0,0,3
332,13,1,0,0,1,0,0,3
39,13,6,1,0,3,8,799,5
36,13,2,0,0,3,0,999,4
238,13,0,0,0,1,17,784,1
49,13,0,0,0,0,31,151,3
318,13,4,0,0,1,18,30,2
94,13,3,0,0,1,0,1007,5
94,13,5,1,0,2,0,1007,1
137,13,0,0,0,1,24,321,6
43,13,5,1,0,1,6,401,4
372,13,6,1,0,2,6,0,6
318,13,5,1,0,1,18,30,1
460,13,2,0,0,2,5,0,4
324,13,5,1,0,4,37,789,1
429,13,0,0,0,1,6,0,4
429,13,0,0,0,1,6,0,4
261,13,6,1,0,2,5,0,2
244,13,1,0,0,0,46,360,4
244,13,1,0,0,0,46,360,4
223,13,5,1,0,1,1,0,5
186,13,5,1,0,3,0,0,4
173,13,6,1,0,0,17,0,6
101,13,2,0,0,0,11,454,5
94,13,5,1,0,1,0,1007,5
111,13,5,1,0,1,8,802,1
241,13,4,1,0,0,16,713,4
309,13,6,1,0,5,0,1003,5
313,13,3,0,0,1,0,1003,4
163,13,0,0,0,0,16,690,1
320,13,5,1,0,2,5,0,2
163,13,0,0,0,1,16,0,4
137,13,1,0,0,3,24,321,4
313,13,1,0,0,1,0,1003,2
282,13,0,0,0,1,11,454,0
339,13,0,0,0,1,0,1022,4
339,13,0,0,0,1,0,1022,4
102,13,6,1,0,1,16,694,3
83,13,0,0,0,1,4,128,3
83,13,0,0,0,1,4,128,3
180,13,3,0,0,3,0,0,1
105,13,2,0,0,0,16,724,4
430,13,3,0,0,3,4,0,1
37,13,2,0,0,1,10,0,0
238,13,3,0,0,0,17,786,4
256,13,6,1,0,0,6,392,6
430,13,0,0,0,1,4,0,2
234,13,5,1,0,1,25,672,2
429,13,4,0,0,0,6,0,3
241,13,1,0,0,1,16,724,4
309,13,1,0,0,0,0,1028,2
121,13,4,0,0,2,5,0,3
443,13,4,0,0,2,6,0,3
372,13,3,0,0,1,6,0,1
372,13,3,0,0,1,6,0,1
231,13,5,1,0,1,1,0,2
137,13,3,0,0,4,24,321,3
105,13,0,0,0,0,16,724,6
222,13,6,1,0,1,0,0,2
311,13,6,1,0,3,0,0,1
12,13,1,0,0,4,9,0,0
29,13,3,0,0,3,4,132,3
309,13,6,1,0,0,0,1000,4
12,13,1,0,0,5,9,0,1
83,13,4,0,0,5,4,128,3
318,13,2,0,0,0,18,30,3
224,13,0,0,0,1,1,369,0
62,13,4,1,0,0,0,0,5
168,13,2,0,0,1,8,799,1
83,13,5,1,0,5,4,128,2
262,13,2,0,0,5,30,964,4
115,13,1,0,0,1,8,799,4
333,13,3,0,0,1,0,0,5
35,13,4,1,0,1,1,369,4
31,13,6,1,0,1,8,799,4
227,13,6,1,0,2,5,0,1
24,13,2,0,0,1,32,677,1
256,13,3,0,0,1,6,392,5
193,13,3,0,0,1,9,0,6
271,13,4,0,0,0,73,0,2
271,13,4,0,0,0,73,0,2
216,13,2,0,0,1,1,369,2
94,13,3,0,0,0,0,1007,4
231,13,6,1,0,1,1,0,3
168,13,0,0,0,1,8,799,6
219,13,2,0,0,2,1,369,1
122,13,3,0,0,1,4,136,6
428,13,1,0,0,1,39,452,1
180,13,1,0,0,3,0,0,1
339,13,5,1,0,1,0,1022,6
429,13,6,1,0,0,6,0,1
167,13,4,0,0,0,1,369,3
260,13,6,1,0,2,5,0,1
222,13,4,1,0,0,0,0,4
169,13,4,1,0,1,19,333,4
256,13,4,0,0,3,6,392,1
88,13,4,0,0,1,4,135,6
248,13,3,0,0,0,6,0,1
402,13,4,0,0,1,51,813,3
324,13,5,1,0,3,37,789,1
214,13,6,1,0,0,21,0,4
339,13,5,1,0,0,0,1022,6
427,13,2,0,0,1,0,0,5
216,13,5,1,0,1,1,369,4
280,13,4,0,0,1,6,401,6
409,13,3,0,0,1,0,0,6
241,13,4,0,0,0,16,713,1
443,13,1,0,0,1,6,0,0
313,13,5,1,0,3,0,998,2
190,13,2,0,0,4,5,0,3
11,13,1,0,0,0,0,0,4
437,13,2,0,0,5,0,1031,3
88,13,2,0,0,3,4,135,3
309,13,2,0,0,5,0,1003,1
324,13,4,0,0,0,37,789,3
82,13,5,1,0,0,0,1028,2
105,13,4,0,0,1,16,724,6
7,13,6,1,0,3,8,799,3
58,13,4,0,0,1,8,799,6
163,13,4,0,0,1,16,0,1
369,13,6,1,0,0,44,419,3
236,13,4,0,0,1,47,928,1
168,13,3,0,0,3,8,799,2
71,13,1,0,0,4,20,23,2
373,13,3,0,0,1,18,28,3
221,13,4,0,0,1,16,712,2
402,13,3,0,0,0,51,813,4
163,13,2,0,0,0,16,690,4
244,13,5,1,0,1,46,360,1
80,13,3,0,0,0,4,0,1
461,13,5,1,0,1,0,1037,0
71,13,0,0,0,0,20,23,4
99,13,6,1,0,1,0,0,0
309,13,4,1,0,5,0,1000,4
186,13,2,0,0,5,0,0,2
260,13,5,1,0,2,5,0,3
324,13,5,1,0,1,37,789,6
324,13,5,1,0,1,37,789,6
216,13,3,0,0,1,1,369,4
222,13,2,0,0,3,0,1048,3
331,13,1,0,0,5,6,0,1
372,13,6,1,0,0,6,0,3
99,13,5,1,0,1,0,0,2
241,13,4,0,0,1,16,713,1
43,13,4,0,0,1,6,401,3
326,13,6,1,0,4,4,134,1
326,13,6,1,0,4,4,134,1
88,13,1,0,0,0,4,135,1
88,13,1,0,0,0,4,135,1
256,13,5,1,0,3,6,392,1
137,13,1,0,0,0,24,321,3
439,13,4,0,0,0,0,1003,6
330,13,3,0,0,3,0,0,2
72,13,1,0,0,1,26,0,4
330,13,3,0,0,5,0,0,1
102,13,4,0,0,1,16,694,0
223,13,0,0,0,0,1,369,1
432,13,5,1,0,5,0,0,4
216,13,4,0,0,1,1,369,2
282,13,4,1,0,1,11,0,4
173,13,3,0,0,6,17,0,6
347,13,5,1,0,1,1,0,2
430,13,0,0,0,1,4,0,6
462,13,2,0,0,5,6,0,3
256,13,6,1,0,5,6,392,5
225,13,1,0,0,1,18,0,5
233,13,5,1,0,1,23,0,5
318,13,2,0,0,1,18,30,1
318,13,3,0,0,0,18,30,0
397,13,2,0,0,1,8,799,0
339,13,4,0,0,5,0,1022,1
12,13,4,0,0,1,9,661,6
309,13,4,0,0,1,0,1000,0
369,13,3,0,0,0,44,0,4
246,13,0,0,0,0,29,327,1
463,13,0,0,0,2,5,0,3
9,13,5,1,0,5,6,401,4
9,13,5,1,0,5,6,401,4
430,13,0,0,0,0,4,0,6
305,13,3,0,0,2,5,0,2
430,13,0,0,0,0,4,0,1
146,13,3,0,0,2,39,452,4
180,13,2,0,0,0,0,0,0
233,13,3,0,0,1,23,0,5
121,13,6,1,0,2,5,0,1
94,13,3,0,0,0,0,1007,6
337,13,0,0,0,5,21,0,3
326,13,6,1,0,1,4,134,1
326,13,6,1,0,1,4,134,1
326,13,6,1,0,1,4,134,1
216,13,1,0,0,1,1,369,1
216,13,1,0,0,1,1,369,1
262,13,5,1,0,1,30,970,5
235,13,6,1,0,1,1,0,3
366,13,3,0,0,5,0,0,2
75,13,2,0,0,2,5,0,3
45,13,2,0,0,1,11,0,4
309,13,3,0,0,0,0,1003,4
94,13,5,1,0,1,0,1007,4
313,13,2,0,0,0,0,1003,5
262,13,6,1,0,0,30,964,3
272,13,6,1,0,2,6,0,3
3,13,1,0,0,1,8,799,1
12,13,6,1,0,7,9,661,4
193,13,1,0,0,0,9,0,6
347,13,3,0,0,0,1,0,4
345,13,1,0,0,0,10,0,3
426,13,6,1,0,0,6,390,6
230,13,5,1,0,1,1,0,3
291,13,1,0,0,1,21,0,4
169,13,1,0,0,5,19,333,3
211,13,1,0,0,1,1,369,4
88,13,1,0,0,1,4,135,6
333,13,1,0,0,0,0,0,5
402,13,4,0,0,0,51,813,1
176,13,1,0,0,1,1,373,4
438,13,5,1,0,2,0,1051,4
244,13,0,0,0,0,46,360,3
244,13,0,0,0,0,46,360,3
223,13,2,0,0,1,1,369,1
345,13,2,0,0,1,10,0,1
105,13,2,0,0,0,16,713,1
102,13,1,0,0,1,16,694,0
238,13,3,0,0,4,17,786,4
401,13,5,1,0,1,43,440,6
248,13,3,0,0,0,6,0,4
225,13,6,1,0,0,18,0,2
218,13,5,1,0,2,5,0,3
219,13,6,1,0,2,1,0,1
49,13,0,0,0,1,31,151,1
36,13,2,0,0,1,0,999,4
309,13,4,1,0,5,0,1003,5
412,13,5,1,0,3,0,0,4
160,13,1,0,0,0,0,0,2
124,13,4,1,0,1,22,251,4
124,13,4,1,0,1,22,251,4
128,13,6,1,0,1,6,401,4
369,13,6,1,0,0,44,419,2
402,13,4,1,0,0,51,813,4
36,13,3,0,0,0,0,999,6
109,13,0,0,0,5,15,356,4
258,13,6,1,0,0,41,0,2
101,13,1,0,0,0,11,454,3
176,13,1,0,0,1,1,373,3
241,13,5,1,0,1,16,724,3
333,13,3,0,0,0,0,0,6
71,13,6,1,0,2,20,23,1
82,13,6,1,0,3,0,0,2
261,13,5,1,0,2,5,0,5
24,13,4,1,0,1,32,677,4
25,13,4,1,0,0,18,25,4
12,13,6,1,0,4,9,0,5
178,13,3,0,0,1,8,799,3
90,13,0,0,0,1,1,369,4
216,13,4,0,0,0,1,369,3
216,13,4,0,0,0,1,369,3
372,13,6,1,0,0,6,0,2
415,13,6,1,0,1,0,0,1
91,13,0,0,0,4,48,1067,1
169,13,5,1,0,5,19,333,5
71,13,2,0,0,1,20,23,6
401,13,0,0,0,1,43,440,6
72,13,0,0,0,6,26,0,3
72,13,0,0,0,6,26,0,3
9,13,0,0,0,4,6,401,4
256,13,2,0,0,0,6,392,2
106,13,5,1,0,1,1,369,0
190,13,0,0,0,4,5,0,4
72,13,4,0,0,2,26,0,1
30,13,0,0,0,1,1,379,3
166,13,0,0,0,2,0,0,4
222,13,4,1,0,1,16,712,5
280,13,2,0,0,5,6,401,1
169,13,3,0,0,1,19,333,1
369,13,6,1,0,2,5,0,3
324,13,4,0,0,1,37,789,3
324,13,4,0,0,1,37,789,3
313,13,2,0,0,1,0,1003,3
178,13,0,0,0,3,8,799,2
309,13,4,0,0,1,0,1028,1
137,13,0,0,0,5,24,321,3
50,13,1,0,0,1,1,369,3
174,13,1,0,0,3,8,799,5
12,13,1,0,0,0,9,661,4
318,13,3,0,0,1,18,30,5
330,13,3,0,0,3,0,0,4
248,13,4,0,0,0,6,0,2
214,13,3,0,0,0,0,1004,6
430,13,4,1,0,2,4,0,4
101,13,5,1,0,1,11,0,2
101,13,5,1,0,1,11,0,2
386,13,4,0,0,0,0,0,0
94,13,1,0,0,1,0,1007,6
347,13,0,0,0,1,1,0,4
439,13,4,0,0,0,0,1003,3
429,13,1,0,0,1,6,0,0
429,13,1,0,0,1,6,0,0
47,13,5,1,0,0,52,0,5
318,13,2,0,0,1,18,30,4
233,13,1,0,0,1,23,0,5
140,13,6,1,0,1,16,712,4
113,13,4,1,0,1,53,115,4
160,13,5,1,0,1,0,0,0
30,13,1,0,0,1,1,379,3
326,13,1,0,0,1,4,134,6
105,13,2,0,0,1,16,724,4
72,13,0,0,0,5,26,0,3
72,13,0,0,0,5,26,0,3
57,13,6,1,0,0,28,879,1
429,13,0,0,0,0,6,0,4
318,13,3,0,0,0,18,30,4
441,13,0,0,0,1,0,0,2
441,13,0,0,0,1,0,0,2
272,13,5,1,0,1,6,0,4
102,13,0,0,0,2,16,728,3
94,13,5,1,0,0,0,1007,1
259,13,1,0,0,1,1,0,4
433,13,2,0,0,0,0,0,1
272,13,4,0,0,5,6,0,6
330,13,3,0,0,5,0,0,3
313,13,6,1,0,5,0,1003,2
260,13,2,0,0,2,5,0,5
402,13,3,0,0,1,51,813,3
248,13,4,1,0,2,6,0,4
137,13,3,0,0,0,24,321,3
455,13,5,1,0,3,35,641,1
82,13,4,0,0,0,0,1028,6
173,13,5,1,0,0,17,0,6
49,13,6,1,0,0,31,151,4
99,13,6,1,0,1,0,999,3
280,13,4,0,0,5,6,401,0
256,13,2,0,0,1,6,392,3
57,13,5,1,0,0,28,879,2
227,13,3,0,0,2,5,0,6
13,13,4,0,0,1,1,369,3
163,13,2,0,0,0,16,690,1
219,13,1,0,0,3,1,0,6
426,13,1,0,0,1,6,390,3
163,13,0,0,0,0,16,0,2
49,13,0,0,0,1,31,151,4
3,13,5,1,0,1,8,799,1
454,13,6,1,0,0,27,570,3
326,13,6,1,0,3,4,134,1
137,13,2,0,0,4,24,321,4
369,13,3,0,0,1,44,419,0
5,13,3,0,0,1,8,799,3
137,13,2,0,0,1,24,321,6
464,13,5,1,0,2,5,0,4
83,13,0,0,0,2,4,128,5
326,13,6,1,0,4,4,134,5
163,13,1,0,0,1,16,0,1
464,13,1,0,0,2,5,0,4
408,13,5,1,0,6,6,391,3
426,13,1,0,0,0,6,390,3
219,13,6,1,0,2,1,369,4
219,13,6,1,0,2,1,369,4
309,13,3,0,0,1,0,1003,2
216,13,5,1,0,0,1,369,4
216,13,5,1,0,0,1,369,4
169,13,2,0,0,5,19,333,3
432,13,5,1,0,4,0,0,4
433,13,4,0,0,2,0,0,1
163,13,4,0,0,1,16,0,6
180,13,3,0,0,3,0,0,2
82,13,4,1,0,2,0,1028,5
82,13,4,1,0,2,0,1028,5
270,13,3,0,0,0,31,151,1
335,13,3,0,0,1,12,38,4
74,13,3,0,0,1,4,128,3
18,13,4,0,0,1,41,0,3
272,13,0,0,0,5,6,0,5
71,13,1,0,0,0,20,23,2
372,13,4,0,0,1,6,0,3
331,13,0,0,0,3,6,0,3
348,13,0,0,0,1,30,972,5
248,13,0,0,0,1,6,0,1
248,13,0,0,0,1,6,0,1
109,13,0,0,0,2,15,356,3
178,13,5,1,0,1,8,799,3
339,13,4,0,0,5,0,1022,2
72,13,1,0,0,4,26,0,2
71,13,5,1,0,2,20,23,2
47,13,6,1,0,1,12,0,4
309,13,6,1,0,5,0,1000,3
164,13,1,0,0,1,8,799,4
169,13,5,1,0,1,19,333,2
309,13,2,0,0,1,0,1003,3
190,13,4,0,0,4,5,0,3
291,13,6,1,0,3,21,0,2
339,13,4,1,0,0,0,1022,5
339,13,4,1,0,0,0,1022,5
430,13,4,0,0,1,4,0,1
193,13,5,1,0,1,9,0,2
262,13,2,0,0,1,30,964,1
439,13,6,1,0,0,0,1003,5
428,13,1,0,0,1,39,452,3
272,13,6,1,0,0,6,0,4
163,13,0,0,0,1,16,0,3
339,13,1,0,0,1,0,1022,6
174,13,3,0,0,1,8,799,6
83,13,6,1,0,5,4,128,3
140,13,3,0,0,1,16,712,4
111,13,2,0,0,2,5,0,3
9,13,6,1,0,3,6,401,2
333,13,1,0,0,0,0,0,6
333,13,1,0,0,0,0,0,6
160,13,2,0,0,0,0,0,4
39,13,2,0,0,3,8,799,3
429,13,0,0,0,0,6,0,2
193,13,2,0,0,2,9,0,4
105,13,0,0,0,0,16,724,4
256,13,0,0,0,3,6,392,2
432,13,5,1,0,0,0,0,3
43,13,6,1,0,1,6,401,6
429,13,6,1,0,1,6,0,0
7,13,3,0,0,3,8,799,1
345,13,6,1,0,1,10,0,2
233,13,1,0,0,1,23,0,6
111,13,6,1,0,2,8,802,4
376,13,4,1,0,1,29,327,4
369,13,0,0,0,2,5,0,4
309,13,5,1,0,0,0,1000,6
209,13,0,0,0,1,8,799,5
216,13,0,0,0,1,1,369,2
313,13,2,0,0,5,0,1003,3
113,13,4,0,0,3,53,115,1
429,13,2,0,0,1,6,0,0
25,13,4,0,0,1,18,25,1
280,13,3,0,0,1,6,401,5
241,13,4,0,0,2,16,699,3
290,13,4,0,0,2,27,570,2
160,13,4,0,0,0,0,0,2
309,13,6,1,0,1,0,1000,4
44,13,4,1,0,1,0,0,4
74,13,5,1,0,1,4,128,1
366,13,3,0,0,5,0,0,1
219,13,5,1,0,1,1,369,1
345,13,6,1,0,0,10,0,2
299,13,1,0,0,0,6,401,3
326,13,4,1,0,4,4,134,5
272,13,5,1,0,2,6,0,1
429,13,6,1,0,0,6,0,4
83,13,4,0,0,0,4,128,3
339,13,5,1,0,1,0,1022,1
339,13,5,1,0,1,0,1022,1
150,13,5,1,0,1,1,369,4
443,13,6,1,0,1,6,0,2
465,13,3,0,0,4,4,0,4
163,13,3,0,0,1,16,0,6
221,13,3,0,0,1,16,712,5
282,13,6,1,0,1,11,454,4
282,13,6,1,0,1,11,454,4
223,13,4,0,0,1,1,369,3
190,13,3,0,0,4,5,0,5
219,13,5,1,0,1,1,0,6
49,13,1,0,0,1,31,151,3
111,13,0,0,0,1,8,802,4
331,13,2,0,0,3,6,0,4
261,13,4,1,0,2,5,0,4
105,13,2,0,0,0,16,713,3
82,13,4,1,0,1,0,1028,5
415,13,5,1,0,1,0,0,4
330,13,2,0,0,0,0,0,4
330,13,2,0,0,0,0,0,4
137,13,1,0,0,3,24,321,6
256,13,6,1,0,0,6,392,2
345,13,4,1,0,1,10,0,4
81,13,2,0,0,0,0,0,4
313,13,2,0,0,1,0,1003,6
313,13,2,0,0,1,0,1003,6
309,13,0,0,0,2,0,1000,4
70,13,2,0,0,1,0,1028,1
313,13,6,1,0,0,0,1003,1
313,13,6,1,0,0,0,1003,1
369,13,6,1,0,0,44,419,5
333,13,5,1,0,1,0,0,6
333,13,5,1,0,1,0,0,6
163,13,0,0,0,1,16,690,1
175,13,6,1,0,5,16,0,4
73,13,6,1,0,0,0,1004,4
337,13,4,1,0,0,21,0,4
188,13,4,0,0,0,42,2,3
366,13,2,0,0,0,0,1033,3
362,13,5,1,0,0,0,0,1
106,13,4,0,0,2,1,369,3
83,13,5,1,0,5,4,128,6
146,13,5,1,0,1,39,452,4
124,13,4,0,0,1,22,251,3
124,13,4,0,0,1,22,251,3
124,13,4,0,0,1,22,251,3
31,13,0,0,0,1,8,799,5
12,13,4,0,0,0,9,661,2
241,13,2,0,0,1,16,713,1
137,13,2,0,0,0,24,321,3
169,13,6,1,0,1,19,333,4
168,13,1,0,0,3,8,799,3
330,13,3,0,0,0,0,0,2
121,13,4,0,0,2,5,0,6
430,13,0,0,0,3,4,0,5
330,13,3,0,0,3,0,0,6
148,13,2,0,0,4,37,789,2
72,13,4,1,0,2,26,0,4
240,13,2,0,0,1,1,369,2
106,13,0,0,0,1,1,369,4
430,13,2,0,0,1,4,0,4
309,13,4,1,0,5,0,1003,4
1,13,0,0,0,2,5,0,4
144,13,0,0,0,0,15,355,4
1,13,3,0,0,2,5,0,3
449,13,4,0,0,1,6,398,3
231,13,3,0,0,1,1,0,1
106,13,5,1,0,1,1,369,6
7,13,2,0,0,1,8,799,4
296,13,3,0,0,3,2,0,1
134,13,1,0,0,0,31,0,6
209,13,6,1,0,1,8,799,4
95,13,2,0,0,0,0,0,3
241,13,5,1,0,1,16,724,5
285,13,5,1,0,3,16,730,1
183,13,2,0,0,1,1,369,3
311,13,0,0,0,1,0,0,6
397,13,0,0,0,3,8,799,5
309,13,4,1,0,1,0,1003,4
137,13,2,0,0,1,24,321,3
39,13,2,0,0,1,8,799,1
109,13,2,0,0,3,15,356,2
426,13,0,0,0,0,6,390,4
333,13,6,1,0,1,0,0,4
333,13,6,1,0,1,0,0,4
178,13,0,0,0,3,8,799,3
291,13,5,1,0,1,21,0,3
326,13,1,0,0,1,4,134,3
326,13,1,0,0,1,4,134,3
9,13,6,1,0,1,6,401,3
241,13,6,1,0,1,16,724,4
356,13,5,1,0,0,18,24,2
238,13,1,0,0,2,17,786,1
439,13,5,1,0,0,0,1003,4
160,13,3,0,0,1,0,0,0
262,13,6,1,0,1,30,970,3
348,13,0,0,0,1,30,972,4
238,13,5,1,0,1,17,786,1
345,13,6,1,0,0,10,0,4
261,13,6,1,0,2,5,0,3
163,13,5,1,0,0,16,0,5
231,13,2,0,0,2,1,0,1
193,13,4,0,0,1,9,0,3
169,13,6,1,0,1,19,333,3
282,13,5,1,0,1,11,454,1
313,13,5,1,0,0,0,998,3
313,13,6,1,0,0,0,998,4
219,13,0,0,0,1,1,369,1
137,13,3,0,0,3,24,321,3
272,13,3,0,0,5,6,0,3
446,13,4,0,0,1,11,454,2
12,13,6,1,0,1,9,0,5
233,13,4,1,0,1,23,0,4
233,13,4,1,0,1,23,0,4
430,13,3,0,0,1,4,0,5
90,13,1,0,0,1,1,369,4
113,13,0,0,0,1,53,115,6
244,13,3,0,0,0,46,360,0
244,13,3,0,0,0,46,360,0
112,13,2,0,0,2,5,0,1
368,13,1,0,0,1,17,784,3
168,13,4,1,0,1,8,799,4
324,13,5,1,0,4,37,789,5
430,13,0,0,0,0,4,0,3
366,13,5,1,0,0,0,0,4
339,13,0,0,0,1,0,1022,3
339,13,0,0,0,1,0,1022,3
430,13,4,1,0,1,4,0,4
135,13,2,0,0,1,6,0,1
429,13,6,1,0,1,6,0,4
429,13,6,1,0,1,6,0,4
311,13,3,0,0,0,0,0,3
272,13,2,0,0,5,6,0,2
313,13,0,0,0,1,0,1003,4
313,13,0,0,0,1,0,1003,4
313,13,0,0,0,1,0,1003,4
461,13,5,1,0,1,0,1037,6
248,13,4,0,0,0,6,0,1
102,13,6,1,0,0,16,694,2
324,13,1,0,0,5,37,789,1
238,13,3,0,0,1,17,786,6
137,13,3,0,0,3,24,321,6
18,13,4,0,0,1,41,0,0
176,13,0,0,0,1,1,373,1
176,13,0,0,0,1,1,373,1
168,13,1,0,0,3,8,799,4
217,13,2,0,0,1,1,369,3
146,13,6,1,0,1,39,452,5
397,13,1,0,0,3,8,799,6
88,13,0,0,0,3,4,135,6
12,13,6,1,0,1,9,0,4
12,13,0,0,0,7,9,661,6
359,13,3,0,0,1,71,0,3
429,13,6,1,0,0,6,0,0
429,13,6,1,0,5,6,0,4
82,13,6,1,0,0,0,0,2
222,13,1,0,0,2,0,1048,1
105,13,4,0,0,0,16,724,6
331,13,5,1,0,3,6,0,5
348,13,4,0,0,5,30,972,6
